rank,score,name,domain,city,source,band_label,hc_num,pre2024_grade,pre2024_evidence,pre2024_confidence,owned_ip,ownip_quote,repo_host_hits,review_gate_hits,cicd_hits,nongit_hits,jd_chars,jd_quote,dev_quote,years_active,contact_name,contact_title,contact_linkedin,identity_status,why_this_rank
385,70,Habilelabs Private Limited,habilelabs.io,"Jaipur, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2016; wayback=20230607,Verified,1,e delivery speed and operational efficiency. Our Products FinHub An API marketplace for BF,0,0,0,0,0,,and AI easy to adopt and trust through deep product engineering and consulting expertise. ,10,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2016); owned IP: e delivery speed and operational efficie; ~150 staff
386,70,Simption Tech Pvt Ltd,simption.com,"Bhopal, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2016; rdap=2016-02-17; wayback=20230407,Verified,1,ponsive support. CIN: U72900MP2016PTC041268. Our products are built on secure cloud/server,0,0,0,0,0,,"anagement. School Management Software School Software Development, Website Designing, RFID",10,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2016); owned IP: ponsive support. CIN: U72900MP2016PTC041; ~150 staff
387,70,Techbit Solution Pvt ltd,techbitsolution.com,"Mohali, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2016; rdap=2016-04-11; wayback=20230530,Verified,1,CMS Solutions Cloud App Development Products Our Products TechDesk DrForms ProTraq Fileora,0,0,0,0,0,,Software Development Company India - Techbit Solutions Pvt. Ltd.,10,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2016); owned IP: CMS Solutions Cloud App Development Prod; ~150 staff
388,70,"EitBiz - Software, Mobile & Web Development Company",eitbiz.com,"Delhi, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2016-10-21; wayback=20230602,Verified,1,"s baked into our thinking, our process, and your product from day one. Obsessively Client-",0,0,0,0,0,,"EitBiz | Digital Transformation, AI, & Software Development info@eitbiz.com +1.317.463.706",10,(verify),,,identity_name_only,"PROVEN_EQUIV(goodfirms_founded=2017); owned IP: s baked into our thinking, our process, ; ~150 staff"
389,70,Aryush Infotech India Private Limited,aryushinfotech.com,"Bengaluru, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2016-12-29; copyright_footer=2018; wayback=20230604,Verified,1,sure bug-free performance. Launch Deploying your product to the world with full support. W,0,0,0,0,0,,Website &amp; Software development Company | Digital Marketing | Aryush Infotec,10,Surendra Kumar Sahu,Founder and Director,,identity_name_only,PROVEN_EQUIV(goodfirms_founded=2017); owned IP: sure bug-free performance. Launch Deploy; ~150 staff
390,70,Cserve Technologies India,cservetech.com,"Indore, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2017; wayback=20230605,Verified,1,"que, and Maputo is the best one to showcase your products and services to the world. We ha",0,0,0,0,0,,Top Website &amp; Software Development Company in South Africa | India | Mozambique,9,(verify),,,identity_name_only,"PROVEN_EQUIV(goodfirms_founded=2017); owned IP: que, and Maputo is the best one to showc; ~150 staff"
391,70,Tru Agency,tru.agency,"Mohali, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2009; rdap=2018-06-22; wayback=20230606,Verified,1,"alization Services Success Stories Portfolio Our Products File Manager The most powerful, ",0,0,0,0,0,,ccessibility Strategies AI Services AI Agent Development Services Our AI Agents Agentic Co,8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2009); owned IP: alization Services Success Stories Portf; ~150 staff
392,70,Mrmmbs Vision,mrmmbsvision.com,"Delhi, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2019; rdap=2018-12-17; copyright_footer=2022; wayback=20230529,Verified,1,. We build VR/AR apps that help you present your products and services in an enhanced way.,0,0,0,0,0,,About Us Mrmmbs Vision is not just a Mobile application development company or website dev,8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2019); owned IP: . We build VR/AR apps that help you pres; ~150 staff
393,70,Pcsoft ERP Solutions,pcsoftindia.com,"Pune, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=1988; rdap=1998-12-25; wayback=20230606,Verified,1,04  +91 89830 00555  sales@pcsoftindia.com Our Product Enterprise HRMS ERP-Ecommerce Ana,0,0,0,0,0,,,28,sateesh jain,managing director,https://www.linkedin.com/in/sateesh-jain-a0697698,identity_full,EXISTED_2COR(goodfirms_founded=1988); owned IP: 04  +91 89830 00555  sales@pcsoftindia; ~150 staff
394,70,Sky Productivity,skyproductivity.com,"Ahmedabad, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2010; rdap=2008-06-18; copyright_footer=2008,Verified,1,ity.com About Us | Services | Terms of Use | Our Products Privacy Policy | We Are Hiring |,0,0,0,0,0,,your unique ideas into reality; from mobile application development services to web develo,18,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2010); owned IP: ity.com About Us | Services | Terms of U; ~150 staff
395,70,Launchship Technology Solutions Pvt Ltd,launchship.com,"Hyderabad, India",goodfirms,50-249,150,EXISTED_2COR,rdap=2011-03-14; wayback=20230209,Verified,1,al games. Three products are live today. See our products Work with us LIVE NOW WeReportYo,0,0,0,0,0,,,15,,,,identity_pending,EXISTED_2COR(rdap=2011-03-14); owned IP: al games. Three products are live today.; ~150 staff
396,70,Cariva Technologies,carivatechnologies.com,"Kolkata, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2013; rdap=2014-07-16; copyright_footer=2013,Verified,1,liability. Learn More SaaS Launch and scale your SaaS product with confidence. We design s,0,0,0,0,0,,ore --> Core IT Services --> Web Development Software Development DevOps Mobile App Develo,12,(verify),,,identity_name_only,EXISTED_2COR(goodfirms_founded=2013); owned IP: liability. Learn More SaaS Launch and sc; ~150 staff
397,70,Apporio Infolabs Pvt Ltd,apporio.com,"Gurgaon, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2015; rdap=2015-09-12; copyright_footer=2022,Verified,1,e App Development Company - Apporio Infolabs OUR PRODUCTS Uberr Clone App Gojek Clone App ,0,0,0,0,0,,lopment Taskrabbit Clone App Bus Booking App Development Services Digital Marketing Servic,11,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2015); owned IP: e App Development Company - Apporio Info; ~150 staff
398,70,Vistaura,vistaura.com,"Vadodara, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2014; rdap=2016-02-08; wayback=20230527,Verified,1,conomy &amp; Sustainability Company About Us Our Framework Insights Careers Partners Conta,0,0,0,0,0,,,10,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2014); owned IP: conomy &amp; Sustainability Company Abou; ~150 staff
399,67,Venkanna Software Services Private Limited,amplelogic.com,Hyderabad,nasscom,,,EXISTED_2COR,rdap=2014-07-24; nasscom_harvest=nasscom:PROVEN - Wayback 2020-06 adverti,Verified,1,"nsultation\"",\""hero.cta.platform\"":\""Explore Our Platform\"",\""hero.stat.0.value\"":\""14+\"",",0,0,1,0,1272758,"Careers: 'DevOps & CI/CD IT Hyderabad Apply Now' open role listing | Site: ISO 9001:2015, ","ware.responsibilities.1\"":\""Learn enterprise software development practices\"",\""jobs.inter",12,Venkanna Chowdary Manne,Founder & CEO & Managing Director,,identity_name_only,"EXISTED_2COR(rdap=2014-07-24); owned IP: nsultation\"",\""hero.cta.platform\"":\""Exp; jd 1272758ch"
400,67,Techasoft Pvt. Ltd.,techasoft.com,"Bengaluru, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2016; rdap=2016-03-29,Verified,1,"eployment Agile engineering cycles ensuring your product reaches the market quickly, secur",1,0,0,0,41198,th HTML / CSS Experience with REST API&#39;s Git knowledge is a plus Team player Good time,Enterprise AI & Software Development Company | Techasoft --> --> +91 8884 739 988,10,Arif Mallick,Co-Founder,https://www.linkedin.com/in/arif-mallick-195ab744,identity_full,EXISTED_2COR(goodfirms_founded=2016); owned IP: eployment Agile engineering cycles ensur; jd 41198ch; ~30 staff
401,67,Webcraft IT,webcraftit.com,"Indore, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2010; rdap=2018-02-05,Verified,0,,2,1,1,0,14332,and application performance. Participate in code reviews and maintain coding best practice,ive innovation. Read More Research Our Agile product development process comprises of many,8,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2010); review-gate JD x1; jd 14332ch; ~30 staff
402,67,Xebia IT Architects India Private Limited,xebia.com,Gurugram,nasscom,,,EXISTED_2COR,rdap=2001-10-22; nasscom_harvest=nasscom:PROVEN; rdap:2001-10-22,Verified,0,,1,1,1,0,10857,es unit and integration tests automatically. Code Review: AI agents perform deep analysis ,formation Agenda for the AI Era Accelerating Software Development in the AI Era AI is acce,25,,,,identity_pending,EXISTED_2COR(rdap=2001-10-22); review-gate JD x1; jd 10857ch
403,67,Mahiruho Consulting Services Pvt. Ltd.,mahiruho.com,"Kolkata, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2013; rdap=2013-12-03,Verified,0,,2,1,2,0,10623,"rs to translate Figma designs Participate in code reviews, testing, and CI/CD pipelines ✨ ",nsulting & Solutioning Management Consulting Custom Software Delivery Products mKCalling m,13,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2013); review-gate JD x1; jd 10623ch; ~30 staff
404,65,VBeyond Corp (Vision Beyond Resources India Private Limited),vbeyond.com,Lucknow,nasscom,,,EXISTED_2COR,rdap=2006-09-18; wayback=20230604,Verified,0,,22,0,1,0,896833,"\f090""}.fa-trophy:before{content:""\f091""}.fa-github-square:before{content:""\f092""}.fa-uplo",,20,,,,identity_pending,EXISTED_2COR(rdap=2006-09-18); jd 896833ch
405,65,Abacus Consultancy Services (I) Pvt Ltd,itsabacus.com,"Indore, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2002; rdap=2006-08-29; copyright_footer=2011; wayback=20230603,Verified,0,,30,0,0,0,896830,99} /*! normalize.css v5.0.0 | MIT License | github.com/necolas/normalize.css */ html{font,Software Development Company | Abacus Consultancy Services .servi,20,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2002); jd 896830ch; ~150 staff
406,65,srushty Global Inc,srushty.com,"Chennai, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2010; rdap=2011-11-28; wayback=20230605,Verified,0,,44,0,0,0,870312,) !important;max-height:100% !important}.ose-github{overflow:auto}.ep_nft_content_wrap.ep_,,15,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2010); jd 870312ch; ~150 staff
407,65,Concinnity Media,concinnitymedia.com,"Mumbai, India",goodfirms,10-49,30,PROVEN_EQUIV,rdap=2015-12-29; wayback=20230602,Verified,0,,8,0,1,0,711757,".fa-birthday-cake:before{content:""\f1fd""}.fa-bitbucket:before{content:""\f171""}.fa-bitcoin:","lented, trustworthy people you can depend on Application Development Innovative applicatio",11,,,,identity_pending,PROVEN_EQUIV(rdap=2015-12-29); jd 711757ch; ~30 staff
408,65,Techcronus Business Solutions,techcronus.com,"Ahmedabad, India",goodfirms+nasscom,50-249,150,PROVEN_EQUIV,goodfirms_founded=2010; rdap=2013-05-09; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING - archived; wayback=20230604,Verified,0,,4,0,0,0,127323,JD: 'version control using Azure DevOps (formerly TFS) or Git' | JD: 'Azure DevOps build a,"emo Explore Unlock Microsoft Power Platform. Build apps, automate workflows, analyze data,",13,Shalin Nitinkumar Shah,Co-founder & Director,,identity_name_only,PROVEN_EQUIV(goodfirms_founded=2010); jd 127323ch; ~150 staff
409,65,LinkedIn Technology Information Private Limited,in.linkedin.com,Bengaluru,nasscom,,,PROVEN_EQUIV,nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING - archived; wayback=20230601,Verified,0,,0,1,1,0,120328,"Domain in.linkedin.com - Microsoft-owned; far above 5000 headcount | JD: 'unit tested, cod","work and System Administration 1,480+ course Software Development 3,730+ courses Web Devel",0,,,,identity_pending,PROVEN_EQUIV(nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING - archived); review-gate JD x1; jd 120328ch
410,65,Asenext (India) Private Limited,asentechllc.com,Pune,nasscom,,,EXISTED_2COR,rdap=2006-09-01; copyright_footer=2014; nasscom_harvest=nasscom:PROVEN - 2023 snapshot advertise,Verified,0,,8,0,13,0,97737,JD: 'migration of existing pipelines from CircleCI to Azure DevOps' | JD: 'version control,,20,Swati Bhaskar,CEO,,identity_name_only,EXISTED_2COR(rdap=2006-09-01); jd 97737ch
411,65,Infinit Solutions - Custom Software & Digital,infinitsolutions.in,"Coimbatore, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2011; rdap=2014-06-27; wayback=20230609,Verified,0,,12,0,1,0,96513,"fa-stack-overflow:before{content:""\f16c""}.fa-github-alt:before{content:""\f113""}.fa-phoenix",s Home About Services CAD &#038; Engineering Software Development Embedded &amp; Smart Dev,12,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2011); jd 96513ch; ~30 staff
412,65,QR Solutions (India) Private Limited,qrsolutions.in,Trichy,nasscom,,,PROVEN_EQUIV,rdap=2016-07-05; nasscom_harvest=nasscom:PROVEN - 2023 snapshot advertise; wayback=20230606,Verified,0,,3,0,4,0,74255,JD: 'CI/CD pipelines using Bitbucket Pipelines' - private host named | JD: 'Experience wit,"ion Development, Implementation Services Web Application Development Staff Augmentation Th",10,,,,identity_pending,PROVEN_EQUIV(rdap=2016-07-05); jd 74255ch
413,65,Techspawn Solutions,techspawn.com,"Pune, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2012; rdap=2015-04-27; wayback=20230531,Verified,0,,8,0,0,0,73845,"trophy:before{content:""\f091""}.awsm-job-icon-github-square:before{content:""\f092""}.awsm-jo",,11,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2012); jd 73845ch; ~150 staff
414,65,Adaps IT Private Limited,adaps.com,Hyderabad,nasscom,,,PROVEN_EQUIV,rdap=1997-09-23; wayback=20230607,Verified,0,,8,0,1,0,68725,"rthday-cake:before { content: ""\f1fd""; } .fa-bitbucket:before { content: ""\f171""; } .fa-bi",adaps About Services Application Development Application Modernisation Automation Consult,29,,,,identity_pending,PROVEN_EQUIV(rdap=1997-09-23); jd 68725ch
415,65,Techpapa,techpapa.in,"Noida, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2016-04-29; copyright_footer=2017; wayback=20230606,Verified,0,,8,0,1,0,68725,"rthday-cake:before { content: ""\f1fd""; } .fa-bitbucket:before { content: ""\f171""; } .fa-bi",Solutions Services AI &#038; ML Solutions AI Software Development AI Consulting Services C,10,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2017); jd 68725ch; ~30 staff
416,65,Kasadara Technology Solutions Pvt Ltd,kasadara.com,"Coimbatore, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2015-11-08; wayback=20230704,Verified,0,,8,0,0,0,67406,"trophy:before{content:""\f091""}.awsm-job-icon-github-square:before{content:""\f092""}.awsm-jo",Menu Quality Engineering DevOps Engineering Product Engineering Data Engineering Cloud and,11,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2017); jd 67406ch; ~150 staff
417,65,Cloud Odyssey,cloudodyssey.co,"Bengaluru, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2014; wayback=20230608,Verified,0,,8,0,0,0,65103,"trophy:before{content:""\f091""}.awsm-job-icon-github-square:before{content:""\f092""}.awsm-jo",,12,Vara Polina,Co-Founder- Global Delivery Head,https://www.linkedin.com/in/vara-lakshmi-polina,identity_full,EXISTED_2COR(goodfirms_founded=2014); jd 65103ch; ~150 staff
418,65,BestPeers Infosystem Private Limited,bestpeers.com,"Indore, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2017-03-11; wayback=20230607,Verified,0,,8,0,0,0,63907,"trophy:before{content:""\f091""}.awsm-job-icon-github-square:before{content:""\f092""}.awsm-jo",Software Development Company | Custom &amp; IT Solutions Contact,9,(verify),,,identity_name_only,PROVEN_EQUIV(goodfirms_founded=2017); jd 63907ch; ~150 staff
419,65,BCITS PVT LTD,bcits.co.in,"Bengaluru, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=1999; rdap=2005-07-08; wayback=20230603,Verified,0,,8,0,0,0,63697,"trophy:before{content:""\f091""}.awsm-job-icon-github-square:before{content:""\f092""}.awsm-jo",,21,Sridhar Tummala,Owner,https://www.linkedin.com/in/sridhar-tummala-64153b10,identity_full,EXISTED_2COR(goodfirms_founded=1999); jd 63697ch; ~150 staff
420,65,Infomerica (INDIA) Private Limited,infomericainc.com,Hyderabad,nasscom,,,EXISTED_2COR,rdap=1999-05-25; copyright_footer=2023; nasscom_harvest=nasscom:PROVEN - 20230601 snapshot: 'Clo,Verified,0,,0,2,0,0,62923,"Wayback 2023: 'Mobility Cloud Computing DevOps NET/JAVA/PHP Development, SOA' | JD: 'code ",;&nbsp; 20+ Years Experience Infomerica is a Software Development and Systems Integration ,27,Surender Venkannagari Rao,Managing Director,,identity_name_only,EXISTED_2COR(rdap=1999-05-25); review-gate JD x2; jd 62923ch
