rank,score,name,domain,city,source,band_label,hc_num,pre2024_grade,pre2024_evidence,pre2024_confidence,owned_ip,ownip_quote,repo_host_hits,review_gate_hits,cicd_hits,nongit_hits,jd_chars,jd_quote,dev_quote,years_active,contact_name,contact_title,contact_linkedin,identity_status,why_this_rank
372,60,Nobilitas Infotech,nobilitasinfotech.com,"Delhi, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2011; rdap=2018-03-19; copyright_footer=2018; wayback=20220522,Verified,1,"s, we architect, design, develop and manage your product lifecycle end-to-end, unlocking n",0,0,0,0,0,,﻿ Software Application & Product Development Company SERVICES Software Product Engineerin,8,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2011); owned IP: s, we architect, design, develop and man; ~30 staff"
373,60,Gideons Catalyst,gideons.tech,"Bengaluru, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2018; rdap=2018-07-21; wayback=20230522,Verified,1,"ir AI-backed development process accelerated our product launch, saving us months of effor",0,0,0,0,0,,ware MVP Development Mobile Apps Development Custom Software Development E-commerce Develo,8,Deepak Yisrael,Co-Founder & CEO,https://www.linkedin.com/in/deepakyisrael,identity_full,PROVEN_EQUIV(goodfirms_founded=2018); owned IP: ir AI-backed development process acceler; ~30 staff
374,60,Aahan Technologies,aahantechnologies.com,"Indore, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2018; rdap=2018-08-06; wayback=20230505,Verified,1,"dispatch systems. Our Process How We Build Your Product From idea to launch, we follow a c",0,0,0,0,0,,AI Document Processing AI Reputation Manager Software Development SaaS Development Custom ,8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2018); owned IP: dispatch systems. Our Process How We Bui; ~30 staff
375,60,Primocys,primocys.com,"Ahmedabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2019; rdap=2018-09-05; wayback=20230329,Verified,1,ubating a culture of innovation & creativity OUR PRODUCT AI Customer Engagement Platform A,0,0,0,0,0,,"plications, mobile apps, SaaS platforms, and custom software solutions for clients across ",8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2019); owned IP: ubating a culture of innovation & creati; ~30 staff
376,60,Netscape Labs Infotech Pvt Ltd,netscapelabs.com,"Mohali, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2018; rdap=2018-10-10; wayback=20230602,Verified,1,siness Results 🚀 Startup Accelerator Mindset Our framework boosts startup success rates fr,0,0,0,0,0,,"e Creative Technology Agency — Since 2018 We Build Web Apps. That Scale. Web, mobile & AI ",8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2018); owned IP: siness Results 🚀 Startup Accelerator Min; ~30 staff
377,60,ASharp.infotech,asharpinfotech.com,"Delhi, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2018; rdap=2018-11-21; wayback=20230608,Verified,1,"an code, not just more code. Start building your product with Asharp Infotech Let's get in",0,0,0,0,0,,Software Development Company in India | ASharp Infotech A S H A R,8,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2018); owned IP: an code, not just more code. Start build; ~30 staff"
378,60,Couth Infotech Pvt Ltd,couthit.com,Hyderabad,nasscom,,,EXISTED_2COR,rdap=1999-07-27; copyright_footer=2020; nasscom_harvest=nasscom:PROVEN; rdap:1999-07-27,Verified,1,"nnovative products to market faster. Explore our products and services , or get in touch w",0,0,0,0,0,pre-2024: proven,ultimedia Communication Services Application Software Development Embedded Software Develo,27,Krishna Nagarajan,Founder & CEO,,identity_name_only,EXISTED_2COR(rdap=1999-07-27); owned IP: nnovative products to market faster. Exp
379,60,MediaTek India Technology Pvt Ltd,mediatek.com,Gautam Buddha Nagar,nasscom,,,EXISTED_2COR,rdap=2001-09-03; nasscom_harvest=nasscom:PROVEN; wayback=20230601,Verified,1,"Connectivity Connecting you to what matters. Our platforms offer high performance, reliabl",0,0,0,0,0,pre-2024: proven,,25,,,,identity_pending,EXISTED_2COR(rdap=2001-09-03); owned IP: Connectivity Connecting you to what matt
380,60,Dun & Bradstreet Information Services India Private Limited,dnb.co.in,Mumbai,nasscom,,,EXISTED_2COR,rdap=2003-02-28; copyright_footer=2018; nasscom_harvest=nasscom:UNKNOWN; wayback=20230529,Verified,1,reveal opportunity. Discover a selection of our products … D&B.AI ™ Verified Context for E,0,0,0,0,0,pre-2024: unknown,,23,,,,identity_pending,EXISTED_2COR(rdap=2003-02-28); owned IP: reveal opportunity. Discover a selection
381,60,Sarada Systems Private Limited,saradasystems.co.in,Bhubaneswar,nasscom,,,EXISTED_2COR,rdap=2006-08-21; copyright_footer=2022; nasscom_harvest=nasscom:PROVEN,Verified,1,"lection, Govt of Orissa & IDCOL Software Ltd Our Products Title of first blog By Admin 28 ",0,0,0,0,0,pre-2024: proven,"company for Web Programming,Best company for Custom Software Development"" +91 674 2567611 ",20,,,,identity_pending,"EXISTED_2COR(rdap=2006-08-21); owned IP: lection, Govt of Orissa & IDCOL Software"
382,60,CRMTiger Technologies LLP,crmtiger.com,Ahmedabad,nasscom,,,EXISTED_2COR,rdap=2013-09-24; nasscom_harvest=nasscom:PROVEN; wayback=20230606,Verified,1,der for your Industry Verticals Looking for your own SaaS CRM Platform for your industries,0,0,0,0,0,pre-2024: proven | site mentions cicd,,13,,,,identity_pending,EXISTED_2COR(rdap=2013-09-24); owned IP: der for your Industry Verticals Looking 
383,60,EduEdgePro Private Limited,eduedgepro.com,Mumbai,nasscom,,,EXISTED_2COR,rdap=2015-07-30; wayback=20230606,Verified,1,icular exploration and Summer planning using our framework and SMART goal-setting Ideation,0,0,0,0,0,,,11,,,,identity_pending,EXISTED_2COR(rdap=2015-07-30); owned IP: icular exploration and Summer planning u
384,60,Asmaka Ventures LLP,asmaka.biz,Kolkata,nasscom,,,EXISTED_2COR,rdap=2016-12-06; wayback=20230506,Verified,1,f you have a plan to add a Functionality to your Product or are exploring ways to automate,0,0,0,0,0,,,10,,,,identity_pending,EXISTED_2COR(rdap=2016-12-06); owned IP: f you have a plan to add a Functionality
385,60,SAS Tech Studio,sastechstudio.com,"Gurgaon, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2021; rdap=2021-05-03; copyright_footer=2021; wayback=20230406,Verified,1,", effective, sustainable and future ready. ​ Our products are engineered from the ground u",0,0,0,0,0,,,5,,,,identity_pending,"EXISTED_2COR(goodfirms_founded=2021); owned IP: , effective, sustainable and future read; ~150 staff"
386,60,Techneutron,techneutron.in,"Pune, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2012; rdap=2021-08-12; copyright_footer=2023,Verified,1,sources... Read more&nbsp; How Customer Use Your Product A cutomer is a person or business,0,0,0,0,0,,olution provider Start Now Learn More Mobile Application Development NATIVE MOBILE APP HYB,5,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2012); owned IP: sources... Read more&nbsp; How Customer ; ~150 staff
387,60,X-Netics,xnetics.com,"Noida, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2018; rdap=2022-11-01; wayback=20230604,Verified,1,"uitive, context-aware conversational agents. Our flagship platform, OMYPAL, empowers you t",0,0,0,0,0,,,4,,,,identity_pending,"EXISTED_2COR(goodfirms_founded=2018); owned IP: uitive, context-aware conversational age; ~150 staff"
388,60,Nuetech Stack,nuetechstack.com,"Gurgaon, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2022; rdap=2023-01-31; wayback=20230722,Verified,1,that give you a competitive edge. Read-More Our Products MAGPIE-AI AMPHORA MarTech IGSA La,0,0,0,0,0,,,3,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2022); owned IP: that give you a competitive edge. Read-M; ~150 staff
389,60,Value Chain,valuechain.com,"Bengaluru, India",goodfirms,10-49,30,EXISTED_2COR,rdap=1996-09-12; wayback=20230604,Verified,1,oard provides a clear overview. Discover how our platform can transform to your operations,0,0,0,0,0,,,30,,,,identity_pending,EXISTED_2COR(rdap=1996-09-12); owned IP: oard provides a clear overview. Discover; ~30 staff
390,60,Takira Solutions Pvt Ltd,takirasolutions.com,"Mumbai, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2008; rdap=2005-10-04; copyright_footer=2015; wayback=20230327,Verified,1,"Software Engineers 90 % Repeat Customer Rate In-house Products Currently, our team compris",0,0,0,0,0,,,21,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2008); owned IP: Software Engineers 90 % Repeat Customer ; ~30 staff
391,60,Maxus Technologies,maxus.co.in,"Mumbai, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2009; rdap=2007-12-18; copyright_footer=2022; wayback=20230526,Verified,1,ns through digitalization. Talk To An Expert Our Products Call Us: +91 83690 78340 No. 1 E,0,0,0,0,0,,,19,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2009); owned IP: ns through digitalization. Talk To An Ex; ~30 staff
392,60,Blessy Software Solution,blessysoftwaresolution.com,"Jaipur, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2013; rdap=2010-04-14; wayback=20231031,Verified,1,tfolio Perfect Premium Template for Showing Your Products E-Commerce is a modus operandi w,0,0,0,0,0,,,16,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2013); owned IP: tfolio Perfect Premium Template for Show; ~30 staff
393,60,Cyberscrypt Innovations,cyberscrypt.com,"Vadodara, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2012; wayback=20230328,Verified,1,We embed the world's leading AI models into your products — from intelligent chatbots to a,0,0,0,0,0,,,14,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2012); owned IP: We embed the world's leading AI models i; ~30 staff
394,60,Studio45Creations,studio45creations.com,"Mohali, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2013; rdap=2013-08-09; copyright_footer=2013; wayback=20230602,Verified,1,ideal audience who is interested in buying your products or services. Web design Give the ,0,0,0,0,0,,,13,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2013); owned IP: ideal audience who is interested in buyi; ~30 staff
395,60,PHP Scripts Mall,phpscriptsmall.com,"Chennai, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2014; rdap=2014-02-19; wayback=20230605,Verified,1,all over the world are benefiting from using our product. I've purchased several templates,0,0,0,0,0,,,12,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2014); owned IP: all over the world are benefiting from u; ~30 staff
396,60,The AntiAlias,theantialias.com,"Delhi, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2014; rdap=2014-03-02; wayback=20230329,Verified,1,repositioning and first impressions matter. Your product is strong but your website doesn&,0,0,0,0,0,,,12,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2014); owned IP: repositioning and first impressions matt; ~30 staff
397,60,PinnacleWorks Infotech Pvt Ltd,pinnacle.works,"Gurgaon, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2012; rdap=2014-10-17; wayback=20230606,Verified,1,nnacleworks.net +91-8645662777 Home About Us Our Products Case Studies Video Gallery --> B,0,0,0,0,0,,,12,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2012); owned IP: nnacleworks.net +91-8645662777 Home Abou; ~30 staff
398,60,TechQuadra Software Solutions,techquadra.com,"Nagpur, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2015; wayback=20230509,Verified,1,romotion Engaging AR experiences that bring your products closer to your customers. Read M,0,0,0,0,0,,,11,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2015); owned IP: romotion Engaging AR experiences that br; ~30 staff
399,60,adivaha,adivaha.com,"Delhi, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2011; rdap=2015-10-25; wayback=20230601,Verified,1,nue $284K AI Automated 87% Live Support 24/7 OUR PRODUCTS Multiple Powerful Platforms For ,0,0,0,0,0,,,11,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2011); owned IP: nue $284K AI Automated 87% Live Support ; ~30 staff
400,60,Softbiz Solutions,softbiztech.com,"Gurgaon, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2010; rdap=2015-12-08; wayback=20230606,Verified,1,"gram Linkedin Icon-whatsapp-1 Get Quote Like Our Products, Need A Quote? To request a quot",0,0,0,0,0,,,11,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2010); owned IP: gram Linkedin Icon-whatsapp-1 Get Quote ; ~30 staff
401,60,Website2999.com,website2999.com,"Indore, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2016; rdap=2016-03-01; copyright_footer=2016; wayback=20220813,Verified,1,by having an online presence that showcases your products or services. Build Credibility a,0,0,0,0,0,,,10,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2016); owned IP: by having an online presence that showca; ~30 staff
402,60,Innogle,innogle.com,"Chennai, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=1999; rdap=2016-07-06; wayback=20230604,Verified,1,"n and more. More Services &amp; Consultation Our Products Our Hardware or IoUT Devices, Co",0,0,0,0,0,,,10,,,,identity_pending,EXISTED_2COR(goodfirms_founded=1999); owned IP: n and more. More Services &amp; Consulta; ~30 staff
403,60,NYNEDGE SOFTWARE PRIVATE LIMITED,nynedge.com,"Bengaluru, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2018; rdap=2016-11-19; wayback=20230609,Verified,1,"Software to Accelerate Your Business Journey Our SaaS solutions streamline operations, boo",0,0,0,0,0,,,10,(verify),,,identity_name_only,EXISTED_2COR(goodfirms_founded=2018); owned IP: Software to Accelerate Your Business Jou; ~30 staff
404,60,IIIEYE,iiieye.in,"Noida, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2016; rdap=2017-05-04; wayback=20230528,Verified,1,amp; Performance Proven Results Across India Our platform has transformed how organisation,0,0,0,0,0,,,9,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2016); owned IP: amp; Performance Proven Results Across I; ~30 staff
405,60,LiberatedIT,liberatedit.com,"Delhi, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2016; rdap=2017-05-16; copyright_footer=2019,Verified,1,"that we have, we will up-hold the image of your product or brand. Contract procedure You c",0,0,0,0,0,,d attractive design with our WordPress theme development services. Know More SEO Get your ,9,,,,identity_pending,"EXISTED_2COR(goodfirms_founded=2016); owned IP: that we have, we will up-hold the image ; ~30 staff"
406,60,VersionX,versionx.in,"Bengaluru, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2017; rdap=2017-06-20; wayback=20230529,Verified,1,"ance, administration, safety, and transport. Our Products Platform Orchestration Coordinat",0,0,0,0,0,,,9,,,,identity_pending,"EXISTED_2COR(goodfirms_founded=2017); owned IP: ance, administration, safety, and transp; ~30 staff"
407,60,Bluetick Consultants LLP,bluetickconsultants.com,"Bengaluru, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2017; rdap=2017-10-14; wayback=20230620,Verified,1,"t ships production systems, integrates into your product, and hands complete ownership to ",0,0,0,0,0,,,9,(verify),,,identity_name_only,"EXISTED_2COR(goodfirms_founded=2017); owned IP: t ships production systems, integrates i; ~30 staff"
408,60,Innobins Decision Science Pvt Ltd,innobins.com,"Noida, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2014; rdap=2017-12-11; wayback=20230401,Verified,1,ing Team Blog Contact Us Download Home About Our Product --> Digi HR Innotrack Last Mile m,0,0,0,0,0,,,9,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2014); owned IP: ing Team Blog Contact Us Download Home A; ~30 staff
409,60,SIND TECHNOLOGIES PRIVATE LIMITED,sindtech.in,"Hyderabad, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2018; rdap=2018-01-23; wayback=20220713,Verified,1,sence of your business allows you to extend your products or services globally. An attract,0,0,0,0,0,,,8,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2018); owned IP: sence of your business allows you to ext; ~30 staff
410,60,GOT SOFTWARES PRIVATE LIMITED,got-softwares.com,"Chennai, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2008; rdap=2018-03-18; wayback=20230620,Verified,1,is a better way. Contact Us Explore Products Our Products Built for every stage of the hea,0,0,0,0,0,,,8,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2008); owned IP: is a better way. Contact Us Explore Prod; ~30 staff
