name,linkedinUrl,website,tagline,description,foundedYear,employeeCount,employeeCountRange,followerCount,companyType,industries,specialities,hqCity,hqCountry
I-TECH India,https://www.linkedin.com/company/itechindiauw/,https://itech-india.org,"UW International Training and Education Centre for Health, Private Limited","UW International Training & Education Centre for Health Private Limited (I-TECH India) is an Indian company with its roots in the International Training and Education Center for Health (I-TECH), a global network, based in the University of Washington’s Department of Global Health at Seattle, Washington. I-TECH has been operational in India since the year 2003 to support the development of health workforces and delivery of quality health services in order to strengthen and sustain effective healt",2003,17,201-500,542,Privately Held,Hospitals and Health Care,"HIV Care & Support, Prevention, Tuberculosis & HIV, Capacity Building, Training and Technical Support",New Delhi,India
DPS Technologies,https://www.linkedin.com/company/dps-technologies/,http://www.dps-advantage.com,,"The DPS group of companies was founded in 1976 by ex-IBM (International Business Machines Corporation) managers in South East Asia. We started out as a data processing warehouse, but since, transformed ourselves into a reputable provider for software development, content conversion, website development & maintenance, staff recruitment, scanning & digitization (CAD), application testing, and other IT enabled services.   Today DPS Technologies is a premiere outsourcing partner for the US (United",1976,39,51-200,508,Privately Held,IT Services and IT Consulting,"Software Development, Web Design, Web Development, Data Conversions, BPO, KPO, Business Staffing, Data Management",,IN
Luxmi Tea Company Limited,https://www.linkedin.com/company/luxmi-tea-company-limited/,,,"Luxmi Tea Company Limited is an information technology and services company based out of R N Mukherjee Road, Kolkata, West Bengal, India.",,126,2-10,893,,Information Technology & Services,,Kolkata,India
Viraaj Ventures,https://www.linkedin.com/company/viraajventures/,https://viraajventures.com/,We create diversified businesses pan India & globally.,"At Viraaj Ventures, we transcend the conventional approach to creating businesses, focusing on impact propelled by strategic vision, innovation, technology, and sustainability. Our commitment lies in nurturing ideas that leave a positive footprint on the planet.  We operate independently across sectors, geographies, and markets, with highly focused presence in:       IT Enlistment     Digital Marketing     Real Estate     Infrastructure Development     Structural & Civil Engineering     Wealth &",2015,50,11-50,9335,Privately Held,Venture Capital and Private Equity Principals,"Corporate House, digital marketing, socially responsible, consultant, real estate, wealth manager, portfolio management",Noida,India
Cegura Technology Solutions,https://www.linkedin.com/company/ceguratech/,http://www.cegura.com,AI-First Customer Acquisition | Lead Generation | Appointment Setting | Telemarketing | Customer Engagement | Sales,"Cegura Technology Solutions is a emerging Business Process Outsourcing (BPO) Service provider, offering the most advanced services available today. We focus on applying standard architectural methods, and tools in our processes to enable our clients gain the edge over their competitors. Initiated by a visionary business leaders and supported by a team of professionals,we strive to fully meet our client specific needs and keep them updated about the changes in technologies while assembling the in",2012,267,201-500,1254,Privately Held,IT Services and IT Consulting,"Lead Generation, Customer Acquisition, Customer Service, Order Processing, Chat Support, CRM, Data Mining, Market Research",Kolkata,India
Limtex Infotech Ltd,https://www.linkedin.com/company/limtex-infotech-ltd/,http://www.limtexinfotech.com,,"Limtex Infotech Ltd. is a leading Information Technology, Consulting and Outsourcing company which has been part of the IT industry in Kolkata since 2005. Limtex believes in delivering excellence in business solutions through innovation and deep industry insight . Working in a global platform with clients in the USA, UK and Australia,  Limtex is committed to delivering sustainable business solutions with optimum productivity for all its business partners.   Limtex Work Domains  1. Web Soluti",2005,210,501-1000,3620,Privately Held,IT Services and IT Consulting,"Customer Service, Outbound Calling, Technical Support, Web Application",Kolkata,India
CLUDO TECHNOLOGY CONSULTANTS LLP,https://www.linkedin.com/company/cludo-technology-consultants/,http://www.cludotechnology.com,"""Empowering Businesses through Scalable Cloud & Software Solutions.""","About:  At CLUDO, we believe that inquisitiveness is the engine of innovation. We are a dynamic team of technologists and problem-solvers with 10+ years of experience in redefining how businesses interact with technology.  We specialize in ""one-stop"" digital evolution. Whether it’s managing registration portals for millions of users or designing sleek, high-conversion web interfaces, our approach is always the same: Perfection in execution and vigilance in data security. We stay ahead of the tec",2017,30,11-50,696,Partnership,Information Technology & Services,"Software Development, Technology Consultancy, Hospital Management Software (HMS), HealthTech Solutions, HRMS & ERP Development, Cloud Infrastructure & AWS, Digital Transformation, Custom Software Architecture, Clinic & Lab Management Solutions, IT Infrastructure Projects, Network Security and Server Management, Cloud Infrastructure and AWS",Kolkata,India
Gigabyte Infocomm Private Limited,https://www.linkedin.com/company/gigabyte-infocomm-private-limited/,http://yctc.co.in,,About GIPL & their various operations.,,76,201-500,193,Educational Institution,IT Services and IT Consulting,,,IN
XENTRIC TECHNOLOGIES UK LIMITED,https://www.linkedin.com/company/xentric-technologies-uk-limited/,http://www.xentrictechnologies.com,,"XENTRIC TECHNOLOGIES UK LIMITED is an information technology and services company based out of 152-160 City Rd, London, United Kingdom.",,1,11-50,11,,IT Services and IT Consulting,,London,UK
ThinkTel Communications,https://www.linkedin.com/company/thinktel/,https://thinktel.ca,The best call you will ever make.,"ThinkTel has a track record of over 30 years of growth and success. Through powerful, cloud-based business phone systems, we provide connectivity to small and medium business organizations across Canada.   A Microsoft Gold Communications Partner, our expertise lies in delivering highly reliable and adaptable voice, video, and data services, including enterprise-grade SIP Trunking, Hosted PBX, Business Internet, Dedicated Access, Colocation and Cloud Contact Centre Services.   We deliver a wide r",2003,27,201-500,2728,Privately Held,Telecommunications,"SIP Trunking, VoIP, Enterprise  Telecommunications, Unified Communications, Professional Services, Origination & Termination, Hosted Skype, Enterprise Voice, Microsoft Gold Communications, Skype for Business, Dedicated Access, Business Internet, Colocation Solutions, Hosted Call Centre Solutions, Hosted Voice Solutions, Cisco Spark Voice PSTN, Hosted PBX, Dedicated Access, Ethernet, Microsoft Teams Proof of Concept, Real Time Media Assessments , Cloud PBX, Small business phone bundles, Softphone, Virtual Contact Centre Software, Virtual SBC",Toronto,Canada
Esta Global,https://www.linkedin.com/company/estaglobal/,https://www.estaglobal.in/,One Stop Solution for Web Design & Digital Marketing,Esta Global is a house of web developers and digital marketing specialists who are known for their dexterous strategizing skills that have let many companies acquire a spot on the global map. Any project that comes our way sees success imminently. We are an impassioned lot who are here to create your brand for tomorrow.,2014,20,11-50,475,Sole Proprietorship,IT Services and IT Consulting,"Digital Marketing, ecommerce Soluation, CRM Development Company, Web Development Company, SEO, SMO, SMM, SEM, Software Development Company, Internet Marketing, Graphic Design Company, PHP Development, Portal Designs, website design company in kolkata, seo company in kolkata, digital marketing company in kolkata, crm company in kolkata, ecommerce company in kolkata",Kolkata,India
