source,name,city,website,domain,founded_year,size_band,band_label,headcount,headcount_unknown,whale_candidate,staffing_mix,pre2024_grade,pre2024_evidence,pre2024_confidence,dev_wording,dev_quote,qa_only,owned_ip,ownip_quote,jd_chars,repo_host_hits,review_gate_hits,cicd_hits,nongit_hits,jd_quote,extraction_verified,contact_name,contact_title,contact_linkedin,identity_status,hc_num,score,years_active,domain_age_key,lane_reason
nasscom,OneGlobe Systems LLP,Chennai,http://www.oneglobesystems.com,oneglobesystems.com,,,,,True,False,False,EXISTED_2COR,rdap=2010-03-19; nasscom_harvest=nasscom:PROVEN; rdap:2010-03-19,Verified,1,on Integration &amp; Process Automation APEX Application Development AI &amp; Machine Lear,0,0,,9857,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,27,16,2010-03-19,zero signals unverified after re-crawl
nasscom,International SOS Services (India) Private Limited,Mumbai,https://www.internationalsos.com/,internationalsos.com,,,,,True,False,False,EXISTED_2COR,rdap=1999-06-23; nasscom_harvest=nasscom:PROVEN; rdap:1999-06-23,Verified,0,,0,0,,9804,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,27,27,1999-06-23,zero signals unverified after re-crawl
nasscom,Bridgestone GCC,Bengaluru,https://www.bridgestone.com/regional/asia_pacific/india.html,bridgestone.com,,,,,True,False,False,EXISTED_2COR,rdap=1996-06-11; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1996,Verified,0,,0,0,,9661,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,27,30,1996-06-11,zero signals unverified after re-crawl
nasscom,PineQ Technology Labs Private Limited,Noida,https://www.pineqlab.com,pineqlab.com,,,resolved:56,56,False,False,False,EXISTED_2COR,rdap=2022-10-17; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2022-10-17,Verified,1,"rtise across leading tech stacks - including Application Development, Cybersecurity, Infra",0,0,,9634,0,0,0,0,pre-2024: domain only | site mentions cicd,False,,,,identity_pending,56,27,4,2022-10-17,zero signals unverified after re-crawl
nasscom,PayU Payments Private Limited,Mumbai,https://payu.in/,payu.in,,,,,True,False,False,EXISTED_2COR,rdap=2010-05-07; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2010-05-07,Verified,0,,0,0,,9595,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,27,16,2010-05-07,zero signals unverified after re-crawl
nasscom,Eone Technologies Private Limited,Chennai,https://www.eonetechnologies.com,eonetechnologies.com,,,,,True,False,False,EXISTED_2COR,rdap=2014-03-29; nasscom_harvest=nasscom:PROVEN; rdap:2014-03-29,Verified,1,s | Intelligent OutSystems® &amp; AI-Enabled Software Development About Us Solutions Case ,0,0,,9344,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,27,12,2014-03-29,zero signals unverified after re-crawl
nasscom,Trassir Sentinel Private Limited,Navi Mumbai,https://trassir.com/,trassir.com,,,,,True,False,False,EXISTED_2COR,rdap=2003-11-03; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2003,Verified,0,,0,0,,9310,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,27,23,2003-11-03,zero signals unverified after re-crawl
nasscom,SecPod Technologies Pvt Ltd,Bengaluru,http://www.secpod.com,secpod.com,,,,,True,False,False,EXISTED_2COR,rdap=2008-04-11; nasscom_harvest=nasscom:PROVEN - 2023-06-01 snapshot sho,Verified,0,,0,0,,9285,0,0,0,0,Wayback 2023: 'Product Briefs Documentation Case Studies eBooks Whitepapers' | vcs/cicd hi,False,,,,identity_pending,,27,18,2008-04-11,zero signals unverified after re-crawl
nasscom,Hyring Tech Private Limited,Chennai,https://hyring.com,hyring.com,,,,,True,False,False,EXISTED_2COR,rdap=2014-09-03; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING: 2022-06-0,Verified,0,,0,0,,9233,0,0,0,0,"Site: ISO 27001 certified, SOC 2 compliant, GDPR processing | cicd hit reads 'Track candid",False,,,,identity_pending,,27,12,2014-09-03,zero signals unverified after re-crawl
nasscom,Signalchip Innovations Pvt Ltd,Bengaluru,http://www.signalchip.com,signalchip.com,,,,,True,False,False,EXISTED_2COR,rdap=2010-06-10; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2010,Verified,0,,0,0,,9089,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,27,16,2010-06-10,zero signals unverified after re-crawl
nasscom,Pine Labs Limited,Noida,https://www.pinelabs.com/,pinelabs.com,,,,,True,False,False,EXISTED_2COR,rdap=1999-07-11; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING - 2023-06-,Verified,0,,0,0,,8786,0,0,0,0,Site: 'consistently achieved compliance with PCI DSS ... across our platforms' | 8.7k char,False,,,,identity_pending,,27,27,1999-07-11,zero signals unverified after re-crawl
nasscom,NatWest Digital Services India Private Limited,Bengaluru,http://www.natwestgroup.com,natwestgroup.com,,,,,True,False,False,EXISTED_2COR,rdap=1994-12-16; nasscom_harvest=nasscom:PROVEN; rdap:1994-12-16,Verified,0,,0,0,,8697,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,27,32,1994-12-16,zero signals unverified after re-crawl
nasscom,Empaxis Data Management India Private Limited,Noida,http://www.empaxis.com,empaxis.com,,,,,True,False,False,EXISTED_2COR,rdap=2005-03-04; nasscom_harvest=nasscom:PROVEN; rdap:2005-03-04,Verified,0,,0,0,,8440,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,27,21,2005-03-04,zero signals unverified after re-crawl
nasscom,Sevika Tech Private Limited,Chennai,https://sevikatech.com/,sevikatech.com,,,,,True,False,False,EXISTED_2COR,rdap=2016-11-30; nasscom_harvest=nasscom:PROVEN,Verified,1,a Tech &#8211; Best Website &amp; Mobile App Development Services Home Services Web App De,0,0,,8248,0,0,0,0,pre-2024: proven | site mentions cicd | site mentions compliance,False,,,,identity_pending,,27,10,2016-11-30,zero signals unverified after re-crawl
nasscom,Patanjali Associates and Kanti Mohan Rustagi-IRP,New Delhi,https://www.patanjaliassociates.com,patanjaliassociates.com,,,,,True,False,False,EXISTED_2COR,rdap=2005-07-14; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2005-07-14,Verified,0,,0,0,,8186,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,27,21,2005-07-14,zero signals unverified after re-crawl
nasscom,Mindmill Software Limited,Gautam Buddha Nagar,https://www.mindmill.com,mindmill.com,,,,,True,False,False,EXISTED_2COR,rdap=2000-01-04; nasscom_harvest=nasscom:PROVEN; rdap:2000-01-04,Verified,1,"Best Software Development Company In India | B2B, B2C Software Develop",0,0,,7939,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,27,26,2000-01-04,zero signals unverified after re-crawl
nasscom,Providence Global Center LLP,Hyderabad,https://www.providence.org/,providence.org,,,,,True,False,False,EXISTED_2COR,rdap=1993-08-09; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:1993-08-09,Verified,0,,0,0,,7843,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,27,33,1993-08-09,zero signals unverified after re-crawl
nasscom,7Seas Entertainment Ltd,Hyderabad,http://www.7seasent.com,7seasent.com,,,,,True,False,False,EXISTED_2COR,rdap=2010-07-17; nasscom_harvest=nasscom:PROVEN; rdap:2010-07-17,Verified,0,,0,0,,7832,0,0,0,0,pre-2024: proven | site mentions compliance,False,,,,identity_pending,,27,16,2010-07-17,zero signals unverified after re-crawl
nasscom,Muziris Softech Pvt Ltd,Kochi,http://www.muziris.in,muziris.in,,,,,True,False,False,EXISTED_2COR,rdap=2009-06-18; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING: 2023 snap,Verified,1,xceptional experience to your customers. --> Custom software solution for your business. H,0,0,,7583,0,0,0,0,Site: 'Scrum is the default process used at Muziris Softech' | Site: QA managers run accep,False,Sarath Sudhakaran Nalumakkal,Managing Director,,identity_name_only,,27,17,2009-06-18,zero signals unverified after re-crawl
nasscom,In-Solutions Global Pvt Ltd,Mumbai,http://www.insolutionsglobal.com,insolutionsglobal.com,,,,,True,False,False,EXISTED_2COR,rdap=2004-09-03; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2004,Verified,0,,0,0,,7164,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,27,22,2004-09-03,zero signals unverified after re-crawl
nasscom,Macronix Screening Services Private Limited,Bengaluru,http://www.macronix.in,macronix.in,,,,,True,False,False,EXISTED_2COR,rdap=2018-02-19; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2018,Verified,1,"help businesses elevate their value through custom software development, product design, Q",0,0,,7111,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,27,8,2018-02-19,zero signals unverified after re-crawl
nasscom,Techies India Inc.,Ludhiana,http://www.techiesindiainc.com,techiesindiainc.com,,,,,True,False,False,EXISTED_2COR,rdap=2007-10-24; nasscom_harvest=nasscom:PROVEN - 2020-06-01 Wayback titl,Verified,1,p Development Media Buying Case Studies Blog Software Development eCommerce AI/ML Solution,0,0,,7037,0,0,0,0,"JD: 'Working Knowledge of Git' - version control, no repo host named | JD: 'Knowledge of A",False,,,,identity_pending,,27,19,2007-10-24,zero signals unverified after re-crawl
nasscom,Adamma Info Services Private Limited,Bengaluru,http://www.adamma.in,adamma.in,,,,,True,False,False,EXISTED_2COR,rdap=2013-12-13; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING — Wayback ,Verified,0,,0,0,,6499,0,0,0,0,"Only homepage reachable; jd_chars 0, no careers page found | Site: 'We are an ISO 27001 ce",False,,,,identity_pending,,27,13,2013-12-13,zero signals unverified after re-crawl
nasscom,KLoc Technologies Private Limited,Bengaluru,https://www.kloctechnologies.com,kloctechnologies.com,,,,,True,False,False,EXISTED_2COR,rdap=2006-12-08; nasscom_harvest=nasscom:PROVEN; rdap:2006-12-08,Verified,0,,0,0,,6491,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,27,20,2006-12-08,zero signals unverified after re-crawl
nasscom,Code Decode Labs Private Limited,Pune,https://www.codedecodelabs.com,codedecodelabs.com,,,,,True,False,False,EXISTED_2COR,rdap=2012-09-08; nasscom_harvest=nasscom:PROVEN: 2023 snapshot 'Secure Ap,Verified,1,me About Us Partners Careers Services Secure Application Development IT automation Cyber S,0,0,,6468,0,0,0,0,"Only the homepage was reached; has_no_careers_blog_or_team true | Site: ISO 27001:2022, IS",False,Sachin Ajit Singhai,Director / CEO,,identity_name_only,,27,14,2012-09-08,zero signals unverified after re-crawl
nasscom,InOrg Global India Private Limited,Pune,https://www.inorg.com,inorg.com,,,,,True,False,False,EXISTED_2COR,rdap=2008-03-12; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2008,Verified,0,,0,0,,6338,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,27,18,2008-03-12,zero signals unverified after re-crawl
nasscom,Trikaal Tech Enterprises Pvt Ltd,Chennai,http://www.trikaaltech.com,trikaaltech.com,,,,,True,False,False,EXISTED_2COR,rdap=2010-07-02; nasscom_harvest=nasscom:PROVEN; rdap:2010-07-02,Verified,0,,0,0,,6302,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,27,16,2010-07-02,zero signals unverified after re-crawl
nasscom,Precision Infomatic (Madras) Pvt Ltd,Chennai,http://www.precisionit.co.in,precisionit.co.in,,,,,True,False,False,EXISTED_2COR,rdap=2004-02-28; nasscom_harvest=nasscom:PROVEN; rdap:2004-02-28,Verified,0,,0,0,,6301,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,27,22,2004-02-28,zero signals unverified after re-crawl
nasscom,Arrk Solutions Pvt Ltd,Navi Mumbai,http://www.arrkgroup.com,arrkgroup.com,,,,,True,False,False,EXISTED_2COR,rdap=2003-09-25; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2003-09-25,Verified,0,,0,0,,6279,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,27,23,2003-09-25,zero signals unverified after re-crawl
nasscom,First American (India) Pvt Ltd,Bengaluru,http://www.firstam.co.in,firstam.co.in,,,,,True,False,False,EXISTED_2COR,rdap=2005-02-16; nasscom_harvest=nasscom:PROVEN; rdap:2005-02-16,Verified,1,"Bangalore, Hyderabad and Salem, FAI delivers software development, back-office and knowled",0,0,,6183,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,27,21,2005-02-16,zero signals unverified after re-crawl
nasscom,Totient Business Solutions Private Limited,Bengaluru,http://www.totient.in,totient.in,,,,,True,False,False,EXISTED_2COR,rdap=2011-02-04; nasscom_harvest=nasscom:PROVEN; rdap:2011-02-04,Verified,1,Cloud Architecture Consulting | Totient Home Product Engineering Partnership Industries Bl,0,0,,5954,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,27,15,2011-02-04,zero signals unverified after re-crawl
nasscom,HICS Technologies India Private Limited,Hyderabad,https://hics.com.sg/,hics.com.sg,,,,,True,False,False,EXISTED_2COR,rdap=2015-02-12; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2015,Verified,0,,0,0,,5843,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,27,11,2015-02-12,zero signals unverified after re-crawl
nasscom,Shass Information & Quality Engineering Services,Guwahati,https://siqes.com,siqes.com,,,,,True,False,False,EXISTED_2COR,rdap=2004-11-25; nasscom_harvest=nasscom:PROVEN; rdap:2004-11-25,Verified,1,"ompany in Guwahati, Assam SIQES is a trusted Software Development and IT Consulting compan",0,0,,5770,0,0,0,0,pre-2024: proven | site mentions cicd | site mentions compliance,False,,,,identity_pending,,27,22,2004-11-25,zero signals unverified after re-crawl
nasscom,Deutsche India Private Limited,Mumbai,http://www.db.com,db.com,,,,,True,False,False,EXISTED_2COR,rdap=1997-09-02; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING,Verified,0,,0,0,,5639,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,27,29,1997-09-02,zero signals unverified after re-crawl
nasscom,Braahmam Net Solutions Private Limited,Bhubaneswar,https://www.braahmam.net/,braahmam.net,,,,,True,False,False,EXISTED_2COR,rdap=2002-09-27; nasscom_harvest=nasscom:PROVEN; rdap:2002-09-27,Verified,0,,0,0,,5637,0,0,0,0,pre-2024: proven,False,Biraj Rath,CEO,,identity_name_only,,27,24,2002-09-27,zero signals unverified after re-crawl
nasscom,Techtrail Technologies Private Limited,Pune,https://www.tech-trail.com/,tech-trail.com,,,,,True,False,False,EXISTED_2COR,rdap=2014-04-16; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2014-04-16,Verified,1,Techtrail | Software companies in Mumbai | Software Development Services Toggle navigation,0,0,,5599,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,27,12,2014-04-16,zero signals unverified after re-crawl
nasscom,Flink Solutions Private Limited,Bengaluru,https://flink.in/,flink.in,,,,,True,False,False,EXISTED_2COR,rdap=2010-07-29; nasscom_harvest=nasscom:PROVEN; rdap:2010-07-29,Verified,1,ment Payroll Management Exit Survey Software Application Development Software Application ,0,0,,5591,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,27,16,2010-07-29,zero signals unverified after re-crawl
nasscom,Emprotek Software Solutions Private Limited,Pune,https://emprotek.com/,emprotek.com,,,,,True,False,False,EXISTED_2COR,rdap=2015-12-03; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2015-12-03,Verified,1,Emprotek: Innovative Product Development Home Expertise Our Work About Careers Contac,0,0,,5563,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,27,11,2015-12-03,zero signals unverified after re-crawl
nasscom,Rudrabhishek Infosystem Private Limited,Gautam Buddha Nagar,http://www.replinfosys.com,replinfosys.com,,,,,True,False,False,EXISTED_2COR,rdap=2012-12-28; nasscom_harvest=nasscom:DOMAIN_ONLY - registered 2012-12,Verified,0,,0,0,,5384,0,0,0,0,"RDAP 2012-12-28 domain registration only, no dated artefact | Site: 'RIPL is an ISO 9001:2",False,,,,identity_pending,,27,14,2012-12-28,zero signals unverified after re-crawl
nasscom,Integrated Information Services Pvt Ltd,Noida,http://www.iiservz.com,iiservz.com,,,,,True,False,False,EXISTED_2COR,rdap=2009-09-18; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2009-09-18,Verified,0,,0,0,,5181,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,27,17,2009-09-18,zero signals unverified after re-crawl
nasscom,Manorama Infosolutions Private Limited,Kolhapur,http://www.manoramahealthcare.com,manoramahealthcare.com,,,,,True,False,False,EXISTED_2COR,rdap=2010-03-19; nasscom_harvest=nasscom:PROVEN; rdap:2010-03-19,Verified,0,,0,0,,5179,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,27,16,2010-03-19,zero signals unverified after re-crawl
nasscom,SOA IT Solutions Pvt Ltd,Bengaluru,http://www.soais.com,soais.com,,,,,True,False,False,EXISTED_2COR,rdap=2006-03-11; nasscom_harvest=nasscom:PROVEN; rdap:2006-03-11,Verified,1,"ting, Exceptional Results Revolutionize Your Software Development Lifecycle with SOAIS’ Te",0,0,,5104,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,27,20,2006-03-11,zero signals unverified after re-crawl
nasscom,Simpliigence Private Limited,Bengaluru,https://simpliigence.com/,simpliigence.com,,,,,True,False,False,EXISTED_2COR,rdap=2019-08-21; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2019,Verified,0,,0,0,,886217,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,22,7,2019-08-21,zero signals unverified after re-crawl
nasscom,Ingold Solutions Private Limited,Kolkata,http://www.ingoldsolutions.com,ingoldsolutions.com,,,,,True,False,False,EXISTED_2COR,rdap=2019-06-26; nasscom_harvest=nasscom:PROVEN; rdap:2019-06-26,Verified,0,,0,0,,145588,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,22,7,2019-06-26,zero signals unverified after re-crawl
nasscom,DharwadHubballiTutor,Hubli-Dharwad,https://dharwadhubballitutor.com,dharwadhubballitutor.com,,,,,True,False,False,EXISTED_2COR,rdap=2021-01-23; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2021-01-23,Verified,1,Fusion Training and internship Power BI Web development Services Digital Marketing Service,0,0,,135837,0,0,0,0,pre-2024: domain only | site mentions cicd | site mentions pr_practice,False,,,,identity_pending,,22,5,2021-01-23,zero signals unverified after re-crawl
nasscom,Technovalley Software India Private Limited,Kochi,http://www.technovalley-aks.com,technovalley-aks.com,,,,,True,False,False,EXISTED_2COR,rdap=2019-12-11; nasscom_harvest=nasscom:Downgraded from PROVEN to +10 - ,Verified,1,Consulting Services R & D Services Advanced Software Development Services Advanced Embedde,0,0,,135828,0,0,0,0,Wayback quote is a certification course list: 'CCNP MCSA & MCSE ... MCSD' | Site: 'trusted,False,,,,identity_pending,,22,7,2019-12-11,zero signals unverified after re-crawl
nasscom,Interpolitan Global Private Limited,Mumbai,https://www.interpolitanmoney.com/,interpolitanmoney.com,,,,,True,False,False,EXISTED_2COR,rdap=2020-08-10; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2020,Verified,0,,0,0,,122851,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,22,6,2020-08-10,zero signals unverified after re-crawl
nasscom,Summit Consulting Services Private Limited,Bengaluru,https://www.summitconsulting.in/,summitconsulting.in,,,,,True,False,False,EXISTED_2COR,rdap=2022-05-27; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2022,Verified,0,,0,0,,111924,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,22,4,2022-05-27,zero signals unverified after re-crawl
