rank,band,score,confidence,name,city,domain,website,headcount,already_in_hubspot,contact_known,GOLD_pts,TierA_pts,TierB_pts,TierC_pts,raw_before_caps,caps_applied,pre2024_basis,private_repo_host_hits,review_gate_hits,cicd_hits,jd_chars,evidence,graded_by,why_this_rank
1553,Skip,10,Inferred,UTI Infrastructure Technology and Services Limited,Navi Mumbai,utiitsl.com,https://www.utiitsl.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,2175,pre-2024: existed no sw wording,computed,
1554,Skip,10,Inferred,Utkal Labs Private Limited,Bhubaneswar,utkallabs.com,https://utkallabs.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,784,pre-2024: existed no sw wording | site mentions cicd,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1555,Skip,10,Inferred,Utthunga Technologies Private Limited,Bengaluru,utthunga.com,https://utthunga.com/,,,,10,0,0,0,10,,DOMAIN_ONLY,0,0,0,20590,pre-2024: domain only,computed,
1556,Skip,10,Inferred,Valtech India Systems Private Limited,Bengaluru,valtech.com,https://www.valtech.com,,,,10,0,0,0,10,,DOMAIN_ONLY,0,0,0,61344,pre-2024: domain only,computed,
1557,Skip,10,Inferred,ValueAdd Research and Analytics Solutions LLP,Thane,valueadd-research.com,https://www.valueadd-research.com/,,,,10,0,0,0,10,BPO/back-office core cap 20,EXISTED_NO_SW_WORDING,0,0,0,36609,pre-2024: existed no sw wording,computed,
1558,Skip,10,Inferred,Varutra Consulting Private Limited,Pune,varutra.com,https://www.varutra.com/,,,,10,0,0,0,10,,"EXISTED_NO_SW_WORDING - 2023 snapshot, no software wording; weak +10",0,11,0,38542,"JD: 'Penetration Testing, Source code reviews, Report Creation' - client deliverable | JD: 'Well versed in OWASP Code Review concepts' - security service | Site: network security and VAPT; no software delivery evidenced | No repo host, CI/CD or build tooling in 38K JD chars",agent,"All eleven 'code review' hits are secure-code-review services Varutra sells to clients, not internal pull-request discipline - keyword, not substance, so Tier A and the quality-gate line both scored zero. They are a security consultancy; there is no client codebase being built here."
1559,Skip,10,Inferred,Vaultize Technologies Private Limited,Pune,vaultize.com,https://www.vaultize.com,,,,10,0,0,0,10,training/education core cap 30,DOMAIN_ONLY,0,0,0,0,pre-2024: domain only,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1560,Skip,10,Inferred,Velan Info Services India Pvt Ltd,Coimbatore,velaninfo.com,https://www.velaninfo.com/,,,,10,0,0,0,10,BPO/back-office core cap 20; generalist-agency cap 30,DOMAIN_ONLY,0,0,0,22279,pre-2024: domain only | site mentions compliance,computed,
1561,Skip,10,Inferred,Veriday Technologies India Private Limited,Kochi,veriday.com,https://veriday.com,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,11026,pre-2024: existed no sw wording | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1562,Skip,10,Inferred,Verifacts Services Private Limited,Bengaluru,verifacts.co.in,https://verifacts.co.in/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,2534,pre-2024: existed no sw wording,computed,
1563,Skip,10,Inferred,Verizon Data Services India Pvt Ltd,Chennai,verizon.com,https://www.verizon.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,16694,pre-2024: existed no sw wording,computed,
1564,Skip,10,Inferred,Version 1 Services Private Limited,Bengaluru,version1.com,https://www.version1.com,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,70078,pre-2024: existed no sw wording,computed,
1565,Skip,10,Low,Vestian Global Work Place Services Private Limited,Bengaluru,vestian.com,https://www.vestian.com/,,,,10,0,0,0,10,,"EXISTED_NO_SW_WORDING: 2022-06-01 snapshot archived, no software wording",0,0,0,3881,"Site: real-estate strategy, workplace services and GCC set-up advisory | Only compliance mention is GDPR for clients, no own certification | 3.8k chars of careers text: no engineering signals at all | 'Technology & IT Infrastructure' means hardware and cloud procurement",agent,"Out of scope rather than merely low-scoring: a real-estate and workplace-services advisor whose 'engineering' language is about EHS and office fit-out. It sells GCC set-up to others rather than being a captive arm, so not a reject, but it writes no software."
1566,Skip,10,Inferred,Vevion Technology Services Private Limited,Bengaluru,vevion.in,https://vevion.in,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,67787,pre-2024: existed no sw wording | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1567,Skip,10,Inferred,VFS Global Services Pvt Ltd,Mumbai,vfsglobal.com,https://www.vfsglobal.com/en/individuals/index.html,,,,10,0,0,0,10,no careers AND no blog AND no team cap 40,DOMAIN_ONLY,0,0,0,504,pre-2024: domain only,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1568,Skip,10,Inferred,Viacon Marketing and Technologies Private Limited,Kolkata,viacon.io,https://viacon.io/,,,,10,0,0,0,10,generalist-agency cap 30,EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1569,Skip,10,Inferred,Vir Softech Private Limited,Delhi,virsoftech.com,https://www.virsoftech.com/,,,,10,0,0,0,10,no careers AND no blog AND no team cap 40,EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1570,Skip,10,Inferred,Virtuous Screening Private Limited,Hyderabad,virtuousscreening.com,https://virtuousscreening.com/,,,,10,0,0,0,10,no careers AND no blog AND no team cap 40,EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1571,Skip,10,Inferred,VISCO Information Technology Services Private Limited,Hyderabad,vanguard.in,https://www.vanguard.in/,,,,10,0,0,0,10,no careers AND no blog AND no team cap 40,DOMAIN_ONLY,0,0,0,0,pre-2024: domain only,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1572,Skip,10,Inferred,Vitsinco Global Consulting Private Limited,Ghaziabad,vitsinco.in,https://www.vitsinco.in/contact-us/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,2397,pre-2024: existed no sw wording,computed,
1573,Skip,10,Inferred,Vittree Professional Insights LLP,Kochi,vittreebi.com,https://vittreebi.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,31935,pre-2024: existed no sw wording,computed,
1574,Skip,10,Inferred,Vivicta Private Limited,Pune,vivicta.com,https://www.vivicta.com/en/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,22852,pre-2024: existed no sw wording,computed,
1575,Skip,10,Inferred,VLink India Private Limited,Gurugram,vlinkinfo.com,https://vlinkinfo.com/,240,yes,"Nikhil Khandelwal (VP, AI Engineering)",25,0,0,0,25,generalist-agency cap 30; training/education core cap 30; template/website-builder shop -15,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
1576,Skip,10,Inferred,Voya Global Services Private Limited,Bengaluru,voyaindia.com,https://www.voyaindia.com/,,,,10,0,0,0,10,,DOMAIN_ONLY,0,0,0,67844,pre-2024: domain only,computed,
1577,Skip,10,Inferred,Walsons Services Pvt Ltd,Gurugram,securitas.in,https://www.securitas.in/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,113161,pre-2024: existed no sw wording,computed,
1578,Skip,10,Inferred,Waystone Centralised Services (IN) Private Limited,Mumbai,waystone.com,https://www.waystone.com/,,,,10,0,0,0,10,generalist-agency cap 30,EXISTED_NO_SW_WORDING,0,0,0,61895,pre-2024: existed no sw wording,computed,
1579,Skip,10,Inferred,WD Storage Technologies India Private Limited,Bengaluru,westerndigital.com,https://www.westerndigital.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,83364,pre-2024: existed no sw wording,computed,
1580,Skip,10,Inferred,Web3Passion,Kochi,reposoft.in,https://reposoft.in/,,,,10,0,0,0,10,no careers AND no blog AND no team cap 40,EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1581,Skip,10,Inferred,Webrosoft Solutions Pvt Ltd,Ludhiana,webrosoft.com,https://www.webrosoft.com/,,,,10,0,0,0,10,no careers AND no blog AND no team cap 40,UNKNOWN,0,0,0,0,pre-2024: unknown,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1582,Skip,10,Inferred,Wefe Technology Private Limited,Bhubaneswar,wefe.in,https://wefe.in/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,9,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1583,Skip,10,Inferred,Weir Minerals (India) Private Limited,Bengaluru,global.weir,https://www.global.weir/,,,,10,0,0,0,10,no careers AND no blog AND no team cap 40,EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1584,Skip,10,Inferred,Western Union Services India Private Limited,Pune,westernunion.com,https://www.westernunion.com/in/en/home.html,,,,10,0,0,0,10,,DOMAIN_ONLY,0,0,0,806938,pre-2024: domain only,computed,
1585,Skip,10,Inferred,Widas Concepts India Private Limited,Bengaluru,widas.in,https://www.widas.de/en/,110,,,10,0,0,0,10,,UNKNOWN,0,0,0,10767,pre-2024: unknown | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1586,Skip,10,Inferred,Winsoft Technologies India Pvt Ltd,Mumbai,winsoftech.com,https://winsoftech.com/,,,,10,0,0,0,10,BPO/back-office core cap 20,UNKNOWN,0,0,0,55058,pre-2024: unknown | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1587,Skip,10,Inferred,World Vision Infotech Private Limited,Pune,worldvisionit.com,http://worldvisionit.com,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,36275,pre-2024: existed no sw wording,computed,
1588,Skip,10,Inferred,xDiligence Screening Private Limited,Bengaluru,xdiligence.com,https://www.xdiligence.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,1523,pre-2024: existed no sw wording,computed,
1589,Skip,10,Inferred,XL India Business Services Pvt Ltd,Gurugram,xlgroup.com,https://axaxl.com/,,,,10,0,0,0,10,,UNKNOWN,0,0,0,46711,pre-2024: unknown,computed,
1590,Skip,10,Inferred,Xstream Secure,Ghaziabad,xstreamsecure.com,https://xstreamsecure.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1591,Skip,10,Inferred,Yamaha Motor Solutions (India) Pvt Ltd,Gautam Buddha Nagar,ymsl.in,https://www.ymsl.in/,,,,10,0,0,0,10,no careers AND no blog AND no team cap 40,EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1592,Skip,10,Inferred,Yitro Technology Solutions India Private Limited,Chennai,yitro.tech,https://yitro.tech/,,,,10,0,0,0,10,,DOMAIN_ONLY,0,0,0,18510,pre-2024: domain only | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1593,Skip,10,Inferred,Zafin Software Centre of Excellence Pvt Ltd,Thiruvananthapuram,zafin.com,https://zafin.com/,885,yes,Charbel Safadi (Chief Executive Officer),10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,22251,pre-2024: existed no sw wording,computed,
1594,Skip,10,Inferred,Zeal Education Society,Pune,zealeducation.com,https://zealeducation.com,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,607,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1595,Skip,10,Inferred,Zeeve Deeptech Private Limited,Gautam Buddha Nagar,zeeve.io,https://www.zeeve.io,,,,10,0,0,0,10,,UNKNOWN,0,0,0,43557,pre-2024: unknown,computed,
1596,Skip,10,Inferred,Zelis Healthcare India Private Limited,Hyderabad,zelis.com,https://www.zelis.com/,,,,10,0,0,0,10,,EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1597,Skip,10,Inferred,ZeroFox India Private Limited,Bengaluru,zerofox.com,https://www.zerofox.com/,,,,10,0,0,0,10,,UNKNOWN,0,0,0,5421,pre-2024: unknown | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1598,Skip,10,Inferred,Zestwings Informatics Private Limited,Hyderabad,zestwings.com,https://zestwings.com,,,,25,0,0,0,25,template/website-builder shop -15; no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven | site mentions cicd,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
1599,Skip,10,Inferred,Zoho Corporation Pvt Ltd,Kanchipuram,zohocorp.com,https://www.zohocorp.com/,,,,10,0,0,0,10,no careers AND no blog AND no team cap 40,DOMAIN_ONLY,0,0,0,0,pre-2024: domain only,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1600,Skip,10,Inferred,Zordial Technologies Private Limited,Jaipur,zordial.com,https://www.zordial.com/,,,,10,0,0,0,10,generalist-agency cap 30,EXISTED_NO_SW_WORDING,0,0,0,0,pre-2024: existed no sw wording,computed,No careers/JD text reachable — scored on pre-2024 evidence alone.
1601,Skip,10,Inferred,Zylitix Solutions LLP,Ahmedabad,zylitix.ai,https://zylitix.ai/,13,yes,Rajesh Zinzuwadia (Chief Executive Officer),10,0,0,0,10,,EXISTED_NO_SW_WORDING: 2023-06-01 snapshot archived without software wording,0,0,0,4665,"Single CI/CD and QA flag is one slogan: 'built into every pipeline' | No named CI tools and no certification of their own | 3 careers pages, 4.6k chars: no git or review language | 13 staff, .ai domain, no dated pre-2024 software artefact",agent,
1602,Skip,5,Inferred,Amzur Infotech Private Limited,Visakhapatnam,amzur.com,https://amzur.com/,,,,25,0,0,0,25,BPO/back-office core cap 20; training/education core cap 30; template/website-builder shop -15,PROVEN,0,0,0,0,pre-2024: proven | site mentions cicd | site mentions compliance,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
1603,Skip,5,Inferred,Analytix Business Solutions (India) Private Limited,Ahmedabad,analytix.com,https://www.analytix.com/,,,,25,0,0,0,25,BPO/back-office core cap 20; template/website-builder shop -15,PROVEN,0,0,0,15233,pre-2024: proven | site mentions cicd | site mentions compliance,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1604,Skip,5,Inferred,Appac Mediatech Private Limited,Coimbatore,appacmedia.com,https://www.appacmedia.com/,,,,25,0,0,0,25,BPO/back-office core cap 20; generalist-agency cap 30; template/website-builder shop -15,PROVEN,0,0,0,15944,pre-2024: proven | site mentions cicd | site mentions compliance,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1605,Skip,5,Inferred,BrandConn Digital Private Limited,Noida,brandconn.com,https://www.brandconn.com/,,,,25,0,0,0,25,BPO/back-office core cap 20; generalist-agency cap 30; template/website-builder shop -15,PROVEN,0,0,0,28477,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
1606,Skip,5,Inferred,CRMTiger Technologies LLP,Ahmedabad,crmtiger.com,https://crmtiger.com/,,,,25,0,0,0,25,BPO/back-office core cap 20; training/education core cap 30; template/website-builder shop -15,PROVEN,0,0,0,0,pre-2024: proven | site mentions cicd,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
1607,Skip,5,Inferred,Direction Software Solutions,Mumbai,direction.biz,https://www.direction.biz/,,,,25,0,0,0,25,BPO/back-office core cap 20; training/education core cap 30; template/website-builder shop -15,PROVEN,0,0,0,86098,pre-2024: proven,computed,
1608,Skip,5,Inferred,Excellis IT Private Limited,Kolkata,excellisit.com,https://www.excellisit.com/,,,,25,0,0,0,25,BPO/back-office core cap 20; generalist-agency cap 30; template/website-builder shop -15,PROVEN,0,0,0,34579,pre-2024: proven | site mentions compliance,computed,
1609,Skip,5,Inferred,Innovapptive Global Solutions Private Limited,Hyderabad,innovapptive.com,https://www.innovapptive.com/,,,,25,0,0,0,25,BPO/back-office core cap 20; template/website-builder shop -15,PROVEN,0,0,0,15980,pre-2024: proven,computed,
1610,Skip,5,Inferred,PHi Business Solutions Ltd,Chandigarh(CH),phi.co.in,https://phi.co.in/,,,,25,0,0,0,25,BPO/back-office core cap 20; template/website-builder shop -15,PROVEN,0,0,0,11855,pre-2024: proven | site mentions compliance,computed,
1611,Skip,5,Inferred,RheinBrucke IT Consulting Pvt Ltd,Chennai,rheincs.com,https://www.rheincs.com/,,,,25,0,0,0,25,BPO/back-office core cap 20; template/website-builder shop -15,PROVEN,0,0,0,886740,pre-2024: proven | site mentions cicd | site mentions compliance,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
